uid,bid,stars
22859,11910,5
12731,5163,5
39374,6706,3
37871,5412,1
11640,5977,4
6097,6201,5
35028,11785,1
32927,4270,5
27120,1437,5
4998,199,5
6520,11799,4
14289,12037,5
4272,198,4
33806,7721,5
22688,1867,4
13820,1540,4
15990,3906,4
40288,11469,4
28292,4037,2
5527,5104,5
16596,6297,5
13793,8295,5
796,3180,5
21737,5439,4
20539,3339,5
8687,619,1
5969,239,3
33628,3520,5
29461,5992,5
31766,1565,2
25071,5637,5
37026,10474,1
15211,4029,5
6859,9525,5
10819,5222,4
20007,10249,2
9169,4333,3
33872,4997,4
28455,2334,5
11974,9554,5
35102,1533,4
38755,4757,4
28301,11335,1
2184,5469,5
35987,8770,5
14218,7171,5
27208,7215,4
41033,11495,5
12371,11187,3
6384,6247,4
22222,6170,5
13830,7748,2
21488,7380,3
5808,10560,4
478,9867,5
15043,4920,4
36219,8100,5
27988,4828,5
21102,4943,1
40961,4589,5
27120,1600,3
18435,3919,4
36167,6004,5
10870,9916,5
10029,5148,5
6022,4953,3
3641,2355,5
10011,10723,2
15320,5931,5
14618,4999,4
34324,10454,5
23768,11607,5
11496,5431,3
25763,12058,3
41452,1775,5
10839,4144,3
4070,1525,5
35959,3089,5
19613,556,5
31105,2088,1
26390,1721,4
40668,7143,5
35357,1773,3
15043,11393,1
14704,7839,5
34281,7433,4
40425,11464,4
35689,3362,5
40770,3702,4
26987,5372,2
16350,1553,3
41478,2830,5
29901,8539,4
3962,9855,4
5080,10265,1
19388,9318,3
38173,2335,5
18372,3920,4
9037,3880,1
12719,7689,3
38018,7799,5
36466,656,5
33128,1252,3
10105,9351,2
9378,4101,3
19967,7749,5
14214,10600,5
10534,9318,5
19441,7456,5
8599,10920,5
38945,7164,5
35126,9171,5
25104,4548,1
5527,7989,4
23364,12021,2
4932,2250,4
11497,1840,4
9060,11850,5
35226,9973,2
35378,694,5
27213,10604,4
30838,10994,5
32650,3687,2
27609,2839,4
10246,9583,4
33163,919,5
16435,634,5
5825,216,2
24803,6171,5
15514,657,4
7674,1745,1
17126,7536,5
36820,7710,4
8803,7773,5
15043,4308,3
11457,10503,5
12107,8622,5
22125,7366,3
12435,8073,5
7064,6764,5
18478,6042,4
25603,1175,3
3027,2334,1
3544,3624,1
21037,4657,1
14646,3446,5
15043,2015,5
11992,7770,5
14708,11638,5
24948,10413,5
23166,697,3
10534,2870,1
7266,8229,4
3947,2410,5
26801,10020,4
40066,297,4
27857,9460,5
21896,2134,3
31070,7315,4
10380,6376,5
28343,10077,5
26597,1801,5
32746,8358,1
27546,7778,4
33990,2466,5
28941,415,5
18028,4136,4
8057,2544,2
21459,9162,4
16637,588,5
20215,7592,3
16079,5494,4
12299,2955,5
7045,950,3
4699,10568,5
26876,2422,2
14324,4689,3
5025,4856,4
9921,11811,1
21874,3395,3
23193,10477,4
21944,5745,4
25236,380,4
10694,10855,3
10412,5253,5
10874,5820,4
29591,374,4
27326,3341,5
23983,9881,5
10327,10716,1
20338,11536,1
23120,9605,2
15238,6997,4
19721,4813,4
22585,5581,5
11169,6895,4
30422,982,2
6492,5022,2
31956,11440,5
9026,8377,4
25142,1065,4
41484,5335,2
36881,7955,4
12656,3552,5
19862,4165,3
27694,1309,1
10562,5538,4
7751,10511,5
36766,7749,5
5570,9999,4
34111,782,5
12655,369,4
2430,9838,5
38194,8068,4
13820,2681,4
10829,7853,4
9432,8141,5
39340,7052,3
11974,10256,4
14576,8323,5
30347,2595,5
35166,41,1
34138,9018,3
12983,11217,4
28585,5499,5
24757,1410,1
20521,10219,1
38951,5654,5
13840,11397,2
40961,7174,5
14130,10987,5
25236,1829,4
7702,1437,2
12360,5307,5
12853,10814,5
5969,2748,4
24805,5989,3
23193,10661,5
10627,2980,1
6331,5302,1
16186,9297,3
24417,3203,5
39957,5992,5
25595,9778,5
4649,3225,2
24226,4176,1
8069,2726,4
25384,4966,5
18638,11614,5
27557,3400,5
18330,11166,5
5887,4161,2
20843,7377,5
32676,10994,5
38675,11407,5
8967,6164,5
30642,3376,3
25814,5650,5
27675,9605,1
35492,8742,1
4878,7073,4
31422,7872,4
6575,3388,5
6787,6716,3
31679,4944,5
34361,9403,5
31481,5372,5
12731,4596,3
6495,4667,3
35066,11264,4
9322,8712,4
27044,3557,3
16821,9373,4
34311,11603,5
15943,8345,5
9010,3045,3
3961,11772,3
25544,7966,4
7110,5770,5
27385,626,4
31194,7522,4
32741,11825,5
10484,6345,5
9556,2638,4
30118,5775,4
21094,4099,4
31977,1929,1
37006,8706,5
31201,2248,5
24551,10700,5
6939,2806,1
34572,4985,5
27385,5915,3
25703,1111,4
10432,1866,4
16150,9272,1
40388,1791,3
15741,3605,1
11098,5791,5
11748,8908,5
41027,2397,1
24937,9485,5
24228,6777,5
4513,1858,4
7020,1401,4
11319,2062,5
6124,10253,5
30514,7935,5
41652,6290,5
19629,8889,4
14754,1957,1
20384,2104,4
27539,7010,5
23810,9764,5
38986,5608,5
12661,10883,2
34868,2235,5
19909,11923,5
12668,1463,4
10562,10327,5
11497,7514,3
12593,11081,3
25145,9656,5
29940,7826,1
31687,9669,3
6588,8911,5
32591,11323,4
21214,4256,2
9286,1501,5
13112,609,4
27369,9199,4
23165,5296,5
29901,11405,4
37495,9553,4
12319,5277,5
20520,10521,5
27717,2839,1
26813,1801,5
12593,4368,4
10979,894,5
12791,8992,5
9514,2318,3
25430,8804,3
8844,1405,5
38194,10201,4
31588,11102,1
29333,2537,1
18450,5686,5
13394,4451,5
22321,5752,5
15672,1664,5
25191,10241,1
17078,7475,5
2489,985,5
37217,10283,5
16226,4311,4
33908,3631,5
27207,11822,2
15653,11825,2
13208,6334,4
35269,4144,5
21718,10902,3
30699,2900,4
10322,3599,5
12781,2088,4
34213,11710,4
7478,11930,4
7349,11928,5
40637,6388,5
40123,10375,5
39958,7473,4
23453,4283,4
15970,3214,2
21850,10952,1
21821,1571,5
13676,4610,5
14545,2907,4
28835,5168,4
20946,4719,1
27658,7376,4
29945,5113,1
9104,11461,5
10562,5686,5
19720,6049,3
32993,207,5
16279,3267,4
15043,4252,5
37988,1225,1
11983,10636,5
5767,7556,5
32543,3280,5
24956,7080,5
23978,1146,5
38044,5107,2
23865,8325,4
41262,8657,4
2025,4399,4
3900,11329,5
41189,6609,4
38385,8662,5
16212,3177,5
6498,805,5
19683,3943,5
25702,8850,5
30533,3797,4
13919,1058,4
14698,2490,1
30495,9322,5
26493,9008,5
20057,3091,5
7582,10052,5
16959,9197,2
32591,2416,4
33548,3763,5
37493,10538,5
27208,11853,5
19491,7872,3
19674,2605,4
36048,8403,2
19159,11257,1
33753,6562,3
33476,2085,5
8788,11083,5
12239,11078,3
9797,2410,5
25239,739,3
32617,11443,5
9789,10742,1
32927,10734,5
22125,10241,3
12336,1299,3
19468,1141,5
38280,569,4
26864,821,1
34471,8376,4
19335,4001,5
16356,8659,4
36666,10175,5
8213,8904,3
11496,2935,5
8751,5199,2
31105,11941,1
21426,9390,5
9876,4176,5
5250,7995,2
13385,1629,1
38755,9716,4
21999,10634,3
25063,8096,5
12617,1669,4
7618,5676,5
13192,6690,4
19704,11855,5
35603,8064,1
36152,9251,3
997,7094,4
23088,5157,4
31507,2250,3
14905,3446,5
11518,1686,3
5112,75,1
25485,7999,5
40102,9463,4
8695,10879,1
33190,1231,4
34868,2540,5
3433,1579,2
25674,5388,2
4830,3673,1
33289,12037,3
7822,2940,5
18810,11216,4
26534,11575,5
21245,2645,5
36038,2643,4
24145,9931,5
1332,9918,3
30844,6891,2
6028,387,5
24864,6693,4
23453,6216,4
12359,2953,5
36532,4352,4
23550,3138,5
19483,5311,5
21885,3168,4
33160,6394,4
14533,11836,4
25174,12058,2
35841,11089,3
9699,5791,4
22043,9912,4
28908,1689,5
27577,11331,4
36121,6053,5
34672,9267,3
10258,4206,5
26949,9823,5
1788,8156,5
16869,4330,5
21952,3617,5
24471,638,5
40547,3052,1
16223,11575,3
31613,8005,5
8880,7238,4
7386,9422,5
9535,4344,4
24548,11967,5
16532,9319,5
5319,3296,5
12265,5524,1
12593,4216,4
36680,3677,5
35605,8539,2
17675,4893,3
14376,9041,5
19662,2117,5
10534,1383,5
27876,4742,5
16586,9948,5
21850,2949,4
16149,9460,4
10289,6460,5
2573,884,5
10534,7544,5
17617,6334,4
11097,11573,1
12239,3459,4
33020,8550,4
33357,11647,4
37656,11290,5
12059,8659,4
9634,5998,5
11595,10846,2
21759,9099,2
19603,10358,5
11932,388,5
5020,8254,5
36783,10447,5
12239,8158,4
16887,950,4
18365,6024,5
26134,9710,5
25059,3501,5
3031,7557,5
38452,8904,5
1162,6499,1
22248,2395,4
21501,8786,3
11302,7674,5
29660,2055,5
7376,6346,3
30282,3362,5
3114,1649,4
8999,11437,4
24962,693,5
33160,6192,5
15858,8316,4
25943,8171,5
6137,2489,2
24701,2913,1
19050,8193,1
12291,1325,5
11311,9998,5
36423,1184,3
32591,5748,4
21737,8107,5
12672,6544,5
26234,9099,4
9286,7115,3
21282,7285,5
8362,2143,5
18983,11464,1
481,10206,3
27721,6324,5
10322,2429,4
18343,5781,4
6502,3162,2
38473,4919,3
24070,8311,4
33454,11160,1
18374,5712,5
31536,6483,5
12055,6993,2
16329,5969,4
37630,6411,5
5458,9593,5
3756,7890,1
33807,3478,5
33092,1156,5
34870,5094,5
5343,704,5
16202,11514,4
32372,4158,4
23116,7805,5
4941,11416,4
38776,1889,4
9219,341,4
4036,5754,4
16445,10714,4
38906,9424,5
25642,2982,4
3478,6990,3
28757,4828,3
5969,2382,4
22301,5158,4
7686,10479,5
11974,11516,4
31581,524,5
37365,1737,3
8657,933,2
16169,6763,4
16435,6651,5
27385,5003,4
11918,11585,5
33128,6374,5
33109,7696,5
28773,9965,5
4956,2413,5
29374,882,5
27407,10700,5
11036,9206,3
3750,8156,5
29169,7759,5
4272,1313,1
9530,7679,3
33516,8915,4
35576,1161,5
24579,6004,4
24406,583,3
36133,10771,5
17133,6954,5
19429,173,1
27094,566,3
6862,763,5
14470,7749,4
31766,5153,5
13096,2677,2
8213,3774,4
10689,11331,2
9037,7163,4
9434,109,3
19730,9147,4
7110,7433,5
14457,1565,3
35959,5846,5
23959,4999,3
17312,4110,2
8570,7818,5
30016,1736,5
23543,1309,4
24857,8947,4
26159,6656,2
30520,6610,5
20120,7749,5
12402,1502,4
16591,10095,3
7702,2401,4
35959,9270,5
11833,10370,5
12972,569,5
11105,2565,3
7740,11918,1
27459,11733,5
41644,8329,5
11093,2475,1
2411,9931,5
11467,6960,1
35306,2268,4
24237,5637,4
39950,7779,5
13619,8760,5
8771,337,5
1813,1331,4
19491,11785,5
9045,10479,4
26848,6667,5
36318,11787,5
20438,7339,5
7710,3091,5
17099,9769,5
37626,4347,5
7467,5922,5
17976,350,1
41660,8064,1
34686,10677,3
39784,4098,1
12091,9879,3
35408,8019,5
22496,2396,4
12817,2376,5
13485,10396,2
4905,11569,4
5969,11547,3
9993,282,5
16174,1905,4
17801,4418,1
37455,7058,3
26124,8967,4
12217,11420,5
9165,6595,5
18886,8808,1
38159,10182,5
8935,2774,4
31219,1781,4
4862,8222,4
7041,7533,2
33084,1614,1
1757,10952,5
26927,9565,5
16134,3489,5
36090,11023,1
20360,333,5
27281,8582,4
26256,6987,4
5319,5977,4
22170,1653,3
26900,3196,5
7611,3203,2
29122,6675,1
35392,9110,5
20320,788,1
30208,740,1
40853,9348,3
7623,11615,5
13819,9396,2
26801,4110,3
12359,5644,4
11305,10581,5
34300,1566,4
12803,2306,2
34614,12037,3
16969,9351,5
35296,8206,5
27398,10422,5
33025,8058,5
15259,3416,5
7682,5633,5
18478,597,4
26501,7545,5
23543,627,5
14457,1218,4
11932,8299,3
14452,6754,3
24728,3430,4
12771,1371,4
19479,4920,3
17275,6289,1
33622,9655,4
17767,11825,2
25954,2921,5
16202,6488,4
30791,11527,2
34554,8833,5
24854,1644,5
31675,10358,1
23984,9234,4
40320,9456,2
10195,6602,4
26801,7395,5
7674,10142,3
33380,11829,5
22327,3267,4
38472,6510,2
21944,11882,4
6529,11157,4
25865,622,5
27438,10706,5
18625,3883,5
17796,11777,3
9722,11461,5
14545,4445,3
4000,1253,5
7612,722,5
36107,9572,5
12677,10526,4
12806,228,3
31252,606,5
34672,975,4
27139,1685,3
38675,7657,4
5816,9758,4
1522,7925,5
20049,7855,5
14053,10005,3
15086,10712,2
6029,10303,5
17137,10920,5
31228,11616,5
25179,1941,4
29615,7503,5
22044,11169,5
16532,1650,2
16809,11060,2
27557,6529,4
30656,7403,5
21363,5508,4
12239,10385,5
1793,6181,4
12972,11935,5
3201,9403,1
16175,190,5
6186,5411,3
5708,9766,4
6809,8541,3
6319,11462,5
8106,10142,5
30759,3556,4
12600,4593,5
31673,3452,5
8042,5812,5
25121,8796,5
3278,11258,5
16296,5641,4
5460,2148,5
17817,3047,4
38654,10691,1
10829,2377,3
21731,6834,3
19655,9177,5
16389,7789,4
16226,9637,5
14291,8244,4
8838,7595,5
26244,10307,5
37729,11258,3
27640,11736,3
22178,5407,3
14533,4946,3
7753,2461,5
35408,10392,4
10280,260,3
11302,9198,4
4576,4891,4
21214,3486,5
4499,10590,3
38965,2615,5
21565,8473,2
20454,1712,3
19910,10276,5
3962,2381,3
22754,10937,4
12803,5731,4
35667,8468,1
20914,2781,1
327,6702,5
3527,5303,1
15669,3809,4
12517,5691,5
14452,3119,4
39904,1397,5
11374,4054,5
23082,11738,1
26302,258,1
8011,5111,5
32177,4593,5
27765,11271,5
27988,1907,2
13427,9315,3
28410,150,2
22329,9023,5
26361,3965,4
12512,1991,5
38947,7872,5
17105,11026,5
33132,6997,4
18055,3779,5
25942,8328,5
15670,10395,5
36152,1788,5
16570,9500,5
40117,4426,5
40170,7477,5
33628,5847,5
17990,8085,4
38876,2005,4
11329,6160,4
16513,8890,3
5540,1499,4
40770,4968,4
19799,9428,5
35564,7008,4
24321,4318,5
40915,6346,3
14457,2307,4
12239,18,5
2324,7093,2
11174,9184,1
6186,10460,4
6072,5858,2
8136,4436,4
21952,2875,5
25828,4224,5
18311,4452,4
26144,4208,3
5969,352,2
22050,11942,3
34247,8548,4
21850,522,5
4271,10218,1
12788,84,4
37674,1801,5
27044,9670,4
37458,4257,5
1054,10481,5
30601,2423,5
35440,1867,5
30469,10639,4
33367,1453,3
9046,4270,1
34543,3692,4
34262,4054,3
5518,6272,3
23193,10757,5
28659,3300,5
20438,3721,5
14452,3930,4
481,11696,2
25763,5579,3
33342,2691,4
11379,10627,4
23309,6063,5
10352,7278,5
7045,2981,4
15426,10330,5
16464,5781,3
17811,3996,1
36555,3234,3
15882,5966,5
7822,5449,4
10617,1989,4
37980,1470,3
10861,7451,5
10627,2491,5
27530,4981,1
19786,3997,5
31693,297,4
26214,6559,5
4818,3095,3
17710,8657,4
36960,5340,5
34213,7030,5
10432,1214,5
12722,6993,2
38955,11063,4
18478,8225,5
25590,9124,4
23978,8324,5
11971,10544,5
7039,194,5
27067,3192,1
21432,6907,3
14021,11382,5
33341,8324,5
38974,11402,5
13830,2631,4
24948,5297,1
9514,6457,4
25314,10977,4
16635,2977,5
19691,2559,2
18683,925,5
14444,2650,5
15351,7921,2
20153,1721,5
36640,3353,5
10424,1576,4
33009,388,5
40928,4296,4
2810,5730,5
23147,4828,4
21944,2837,4
16135,463,1
22019,11565,5
19504,10627,4
16202,4493,5
14974,1271,5
7151,4711,3
1503,4281,5
40668,1780,3
38317,2813,5
9182,7180,4
10514,6164,4
16177,10512,5
31478,6305,5
38162,11795,4
22976,5597,4
10676,11459,3
5708,1815,5
36653,8297,5
7303,4954,1
5969,7473,4
24919,12049,3
31434,3296,4
15069,728,4
30644,3919,3
5684,5678,5
27007,4561,5
20929,1331,1
11497,10760,5
34324,11472,4
27677,10189,4
20493,11159,3
17013,5770,1
32650,4222,2
25058,1695,5
25571,1324,2
9156,2554,5
16718,8908,4
9286,3417,1
38554,5640,5
38650,6955,5
10065,2272,5
23847,9182,4
5808,6067,3
33214,3407,5
15201,5579,5
4087,2272,2
31687,9929,4
5808,1740,2
12788,7928,4
33121,10411,4
16134,1303,5
8062,6620,3
13147,8327,5
24978,8539,4
22093,11397,4
29005,3509,3
23408,8457,3
38463,4920,2
5378,3184,5
26234,9418,4
15728,10930,3
17562,852,5
19911,4871,5
36066,9279,5
13956,10359,2
12091,2275,3
9266,10566,5
4732,3898,4
21944,8156,4
4005,547,5
30210,468,5
17909,7844,4
8301,6022,5
10562,10346,4
21397,339,3
30762,2935,5
36153,733,3
14289,5848,5
8970,11752,5
25882,2169,5
14295,6047,5
22374,5748,4
38798,9013,5
15653,11109,4
6233,7268,1
109,8107,5
26876,2148,3
10336,11569,5
34565,7444,5
2025,8712,1
33097,3334,2
10508,8414,5
5989,7558,5
5877,5419,5
24701,4700,3
25791,1282,3
11305,11596,4
14215,6091,4
6991,1123,5
15780,4249,4
34884,7473,3
6500,7610,4
30865,6406,5
8265,9250,3
30350,4098,4
12328,4896,5
18122,5415,5
33109,2630,2
29005,2164,4
27385,1753,4
40653,10505,1
38194,7824,3
25831,5399,5
34139,10966,5
7801,3919,5
27484,5423,4
12668,5000,5
22125,2318,5
13921,5419,4
37322,916,5
19520,4154,3
16287,561,4
15348,5973,5
14902,10995,5
5811,7167,4
13919,3223,4
3991,10538,4
38194,3398,4
15043,1620,1
4340,764,3
16223,4710,1
28197,11199,4
20120,8239,3
35029,11461,4
23666,7019,3
15918,648,5
28294,9764,5
40577,2479,5
22545,10792,4
4508,3404,5
24857,6723,3
10819,10433,4
6385,2546,5
9411,2504,1
5869,8136,1
40635,8378,5
30656,1356,3
25453,3770,4
16350,11093,5
34109,10897,4
9301,9577,5
18655,542,5
32890,8032,4
36107,7200,4
17515,11594,5
40546,11836,5
14978,11267,2
16066,4899,3
15870,11602,3
14105,1565,1
23309,7102,4
8262,9931,5
3564,538,4
15920,1393,5
21821,7895,5
27832,538,4
29363,3736,4
10891,11539,4
4150,5584,4
6274,10644,4
29945,10819,5
16134,4521,3
27677,5290,5
21459,3936,4
23936,1315,4
26163,1405,5
7084,1956,1
19900,2999,5
4000,1467,4
3408,1569,2
21857,5708,4
6432,5863,4
40211,391,1
39453,10528,5
11500,3699,5
1011,1832,5
4876,5691,3
28078,3525,1
17113,8655,3
1377,6170,5
32059,10627,5
40546,6317,4
16280,10003,5
10610,5245,4
8069,6679,5
22501,5717,4
39151,3352,3
34084,11395,5
6083,1529,4
29925,7907,5
36046,8738,5
15655,7918,5
6095,8804,5
7794,7555,2
19184,5713,4
24805,15,3
7020,9743,4
6436,6910,4
24857,4051,4
22024,3180,4
4408,9255,5
40585,6793,5
38194,9765,5
28739,1703,5
10195,3314,3
32771,9270,4
41217,3097,5
13551,1546,5
15981,8158,4
36280,7910,3
35125,3791,4
23213,2505,4
36529,10834,4
12610,8673,1
24337,7141,4
14749,9877,3
11518,11557,2
27097,5796,3
7226,10673,5
32543,2975,3
19258,8510,5
29355,2197,1
29307,7473,3
13217,9966,5
23857,6693,2
30997,9841,4
13619,654,1
16381,11869,5
17541,2994,5
11378,1166,5
38386,5261,4
13887,8769,3
4000,2597,5
15755,4490,5
4637,8035,5
16243,3915,5
11592,396,5
6182,4352,5
23309,5175,5
12976,8308,1
12853,2201,4
13942,11554,5
32426,7604,3
19629,11721,3
41473,5807,5
38947,2561,5
22927,5342,2
27208,5137,5
6145,1730,1
22282,9469,3
31573,3022,5
23838,2535,5
18626,3230,4
34213,10283,3
15958,11832,5
12940,10798,5
33097,4555,5
8365,3083,5
11165,7740,1
26234,544,4
16263,11259,5
11290,6462,5
30121,11007,5
34835,1666,5
8622,8184,5
19721,11368,4
40740,11102,5
13409,8228,5
38879,3547,5
32621,1325,5
13777,8477,5
10742,1881,4
24948,10460,4
19358,9152,5
29445,6951,5
19721,11427,5
35389,4057,3
14799,825,4
22611,400,3
15106,2112,5
17797,6238,5
15758,11876,4
37006,271,5
14029,6075,5
20626,966,1
29173,9555,5
27385,5501,5
15067,7868,5
32611,11488,5
17877,3692,5
5969,6280,4
33009,7358,4
12326,3426,5
39502,8338,4
15749,10359,4
39912,9368,4
34769,1062,1
24857,7092,5
23712,7629,5
32447,10538,5
5939,5293,5
19851,6047,4
28829,10973,3
36149,11565,5
40551,5997,3
30350,9947,5
25888,720,2
40790,4308,4
10296,9591,5
14492,1685,1
40668,3370,2
7939,2678,4
40961,2411,4
18921,10170,5
14464,7397,2
16382,284,5
24734,2785,5
6549,11743,5
37691,6416,5
36258,430,5
15732,6957,1
37331,8539,4
15269,4662,1
33624,7995,5
20057,5667,5
25551,6967,5
20803,2692,5
16522,393,3
22359,6367,2
13007,1090,2
38216,10166,3
35064,860,5
39912,10967,4
37138,10716,4
10921,9975,5
16307,6058,4
38026,5900,4
5816,9981,4
2283,11952,5
22279,10463,4
4834,7621,5
28292,2565,4
11178,11403,3
6395,8000,4
17907,4342,2
13103,7054,4
18525,8904,5
10830,5725,5
508,6863,5
31674,9308,5
6491,4253,3
11024,7652,5
17049,2673,5
39027,5028,5
4513,140,5
22004,2582,5
19968,647,5
26910,2246,1
7698,9407,3
22618,11785,5
8923,2170,4
22222,5648,2
12405,4746,5
38675,2348,5
36351,5874,5
34386,6372,4
16670,8910,5
29930,10888,5
10287,1067,3
4219,7905,3
4241,11433,5
24225,7025,3
40680,2079,4
19479,7879,4
28672,643,3
11586,6535,5
27042,7700,5
11289,5163,3
26567,3935,5
9318,305,5
7019,154,5
6331,9455,2
13940,1722,4
24225,2813,5
11440,11913,5
38044,1194,5
17629,2680,5
5548,725,3
21896,2235,3
7775,7935,4
26130,7374,4
16763,1722,5
16878,8004,5
37266,6334,5
30786,4667,2
34324,11867,4
10847,860,5
5459,10133,5
39102,5230,5
19844,8663,5
10808,2477,5
26070,5053,1
22165,2977,5
8308,10349,5
14042,3520,4
27658,11785,4
29660,5538,5
13214,4296,2
27675,6559,5
14646,2155,3
11004,10034,4
21408,6063,4
19723,2771,2
35905,1090,2
12528,1557,5
29005,5000,4
2536,10182,5
23433,4885,5
6556,1533,5
38974,4405,3
12687,10194,4
13276,9732,3
23159,3496,4
11661,413,1
13225,4149,3
17101,8924,5
23455,6754,5
16079,9457,5
19823,4586,1
3907,5846,5
7794,6644,5
13112,9805,5
11516,3363,3
4956,2380,1
21257,2991,5
16784,4499,5
14856,2974,5
15547,11542,5
28219,11764,5
19799,11172,5
30191,5757,3
4070,8831,5
7837,8420,5
12527,3181,2
16790,10763,4
32803,1179,4
16539,5748,5
5246,388,4
15696,4062,1
36319,1382,5
10246,11490,4
15048,2505,5
37608,8329,5
7611,11472,3
6275,7396,5
38280,10679,2
38316,10784,5
6835,2159,3
27662,5791,4
825,1793,5
11387,1973,1
10967,5497,2
19479,7843,5
18673,2280,5
20384,4948,5
7674,1621,5
21944,9033,1
27676,10029,5
22205,2083,5
4491,2079,5
19441,8314,2
18097,11510,5
29294,757,3
40613,3101,5
24372,5253,5
27484,11033,4
18055,564,5
4878,3588,2
13168,4426,5
11341,534,3
15972,1949,1
12295,8736,4
16357,10973,4
11905,6734,4
27825,5035,5
21951,11453,4
29348,4194,4
17829,3653,4
12132,5534,5
27046,10741,5
19258,11340,4
31422,1405,3
23543,6710,2
17275,10878,5
25102,2744,4
31507,9379,4
20178,5275,3
37138,7548,4
38026,3702,5
35713,4620,5
19851,7036,4
38676,7611,1
24968,9852,5
7182,3105,4
23471,308,5
30435,8607,4
32253,11950,4
31334,3681,5
11067,11924,2
17976,6134,3
4402,1302,4
30909,11815,3
9060,7850,4
21282,4942,4
17125,5804,5
31746,8515,5
16065,9436,5
456,6893,4
9555,241,5
12672,2575,5
31783,2,4
12304,3501,2
4905,1233,4
32447,7602,5
24508,2835,5
25200,8590,5
25494,7224,2
26625,8578,5
20406,5176,2
25814,10001,5
7698,10398,3
15435,10962,4
12132,9402,5
1093,2324,5
16424,9555,5
5781,4777,4
26813,2881,4
15672,7270,5
20436,9943,5
17796,2738,3
14215,6629,4
5989,3003,3
36680,6820,5
24269,7143,4
31293,506,1
25814,10704,5
31343,1327,3
15261,1938,1
18442,7834,5
3444,1760,4
17817,7090,5
10322,1913,5
24948,4041,3
27097,6423,4
12336,9343,4
17210,9226,5
14241,2904,4
9560,11216,5
8057,5820,4
16137,11081,4
7265,7001,5
21506,11464,2
16452,2966,4
16731,11753,3
25828,1967,5
37913,1614,4
20587,10716,4
29475,964,5
17042,10876,5
17039,1528,5
5826,10761,2
17329,9544,4
27407,9379,1
33109,10315,4
7408,8666,4
16642,9222,5
12546,618,5
18740,8913,4
11974,10850,4
14646,2538,4
27673,7657,4
14029,1586,5
7623,2475,4
4497,6897,5
28588,1222,3
27507,2692,5
10202,840,3
23865,5535,4
10246,11125,4
27837,7578,5
8191,5498,3
13053,6275,5
32771,9992,5
25092,4370,4
2106,2540,1
41189,4857,5
38755,8402,5
21504,10634,4
19495,5434,5
1921,11222,5
38986,8588,5
13942,7161,5
21842,11672,2
22030,18,5
26382,5030,2
15670,10808,5
15982,2458,5
16622,1268,5
10829,10355,4
21864,1498,5
22501,879,2
11502,8854,3
10770,227,5
9060,11992,3
24978,4939,3
10496,9057,5
19593,11836,5
40944,6656,4
8452,6328,5
1816,838,1
41269,185,4
20057,9780,1
1117,130,5
29938,5203,2
7349,4954,4
8621,4758,2
14256,2053,5
3149,1820,5
19806,8916,4
33810,8359,1
27821,1312,5
10519,6026,4
14716,144,5
1739,11218,5
7971,3430,4
30444,4593,4
28672,3820,3
10816,4472,5
32771,11426,5
19761,643,2
14479,2429,5
18083,3561,5
5969,5296,4
2766,5712,5
13921,10346,4
37478,787,2
18478,4752,3
12844,4450,3
12788,5180,4
26789,5796,4
31246,5913,1
21397,9099,5
11209,1392,4
39641,6002,5
13919,3253,4
16444,5748,1
24115,9152,3
15672,2097,5
16214,4308,4
7674,7699,4
24226,1160,5
14289,4399,4
6395,11416,3
10789,10439,3
30444,4653,5
5282,6466,4
21850,10574,5
11225,5370,5
19704,536,5
27259,9343,5
6500,515,5
22057,3872,1
30604,8797,4
7278,5492,5
18435,11119,5
23227,2300,4
10289,7825,5
4205,820,5
25814,2369,4
28672,7874,1
24943,10643,5
39501,9794,4
10829,6230,4
18607,3421,5
35570,9087,2
12390,1507,5
31380,5721,5
36094,11294,3
28344,11201,5
19721,4101,5
19802,11218,5
7700,2469,4
11094,270,1
24372,10842,5
27774,10433,3
34213,11882,4
20526,9155,5
8713,8309,4
30706,5784,1
21844,3784,5
25602,11527,1
25893,4038,4
25718,8693,4
35126,4819,4
12328,9660,3
15706,7255,5
14105,2481,3
9792,7555,1
13956,31,4
31313,6739,5
25141,5416,5
5677,9836,1
6393,11500,1
13776,11157,4
25776,7030,4
14649,4488,4
16893,5344,4
11305,5817,5
22282,5226,3
33327,3626,3
23706,3636,5
12089,7823,1
31992,10401,5
8213,2192,5
6620,1913,3
11164,7671,5
26921,2651,3
27708,8689,2
20120,6439,4
38384,6243,1
22350,1907,4
19633,11543,1
9042,9317,3
26794,12042,2
9137,7592,3
31698,3281,2
10679,8850,5
31180,5583,5
30493,6925,2
26738,527,2
29735,3429,2
